epoch,train_loss,train_acc,val_loss,val_acc
1,1.5736053258699823,53.31010452961672,2.311680946253278,31.218274111675125
2,0.949833690663248,60.801393728223,2.653713422983431,37.055837563451774
3,0.8173004971356342,66.41114982578398,1.869597735138714,37.81725888324873
4,0.7267790005597503,70.24390243902438,2.043102887681293,37.81725888324873
5,0.6830869854119597,70.97560975609755,2.2549743640241284,45.68527918781726
6,0.5119867682041607,78.6759581881533,2.1275472069149695,47.46192893401015
7,0.4486647508285602,81.3240418118467,1.800255029939758,51.52284263959391
8,0.4007300428916353,83.86759581881533,2.044854561992103,52.79187817258884
9,0.3627907619036033,85.60975609756098,1.923699437664245,57.360406091370564
10,0.3083594690216543,88.25783972125436,1.9753475165004053,60.659898477157356
11,0.27595863070222143,89.33797909407666,2.023012744896303,60.15228426395939
12,0.2568423547811209,90.06968641114983,1.9963365902150343,60.913705583756354
13,0.24561499996363909,90.90592334494774,2.0655758619913596,59.390862944162436
14,0.2405323714744754,91.0801393728223,2.148028917572825,61.42131979695431
15,0.2381230510693394,90.8362369337979,2.1565128652577474,60.913705583756354
16,0.2301839181043545,91.91637630662021,2.0977926777704115,60.15228426395939
17,0.23358226901355106,90.90592334494774,2.1434827943138663,60.40609137055838
18,0.22580511366967956,91.63763066202091,2.1539386311158313,62.69035532994924
19,0.22513752241167873,91.91637630662021,2.1242620445750084,61.6751269035533
20,0.2230701023070239,91.49825783972125,2.1649613374380894,60.913705583756354
21,0.2268310509492296,91.01045296167247,2.172433996866197,61.42131979695431
22,0.2150551450896346,91.42857142857143,2.1193660101309644,60.15228426395939
23,0.2244965288022254,91.21951219512195,2.1541841828883603,60.659898477157356
24,0.2311922845888221,91.14982578397213,2.1755101037812112,62.43654822335025
25,0.22409710497287091,91.42857142857143,2.130754664162089,61.6751269035533
